Issue ID,First Observed,Last Observed,CVE,Vulnerability,domain,Certificate Common Name,ipAddress,ipAddresses,hostname,port,email,productName,productVersion,IP Address,Port,Algorithms,banner,Data,source,url,explanation,vulnerabilityDescription,vulnerabilityPublishDate,Last Observed,Last Observed
e9232085-de2b-581d-8723-e7cae669b1a4,,,,,,,,,,,,,,128.238.147.230,22,hmac-md5-96,SSH-2.0-OpenSSH_6.6.1p1,,,,,,,,2020-02-12T13:00:53.520Z
65ee4c75-a5a4-5b9d-b136-b8f1db8f570a,,,,,,,,,,,,,,128.238.182.5,22,hmac-md5-96,SSH-2.0-OpenSSH_5.3,,,,,,,,2020-02-12T12:52:48.254Z
837d82a9-b5a7-5c0f-bb42-10843934f30c,,,,,,,,,,,,,,128.238.182.5,22,hmac-md5,SSH-2.0-OpenSSH_5.3,,,,,,,,2020-02-12T12:52:48.254Z
2b9202f0-1415-53fd-a5c4-d7f781150da6,,,,,,,,,,,,,,128.238.7.156,22,hmac-md5,SSH-2.0-OpenSSH_4.3,,,,,,,,2020-02-12T12:50:33.277Z
48726fa5-6279-5037-a180-e85e5ae5c0f6,,,,,,,,,,,,,,128.238.7.156,22,hmac-md5-96,SSH-2.0-OpenSSH_4.3,,,,,,,,2020-02-12T12:50:33.277Z
c928e3e2-8564-5392-85c1-9926421e5111,,,,,,,,,,,,,,128.238.182.10,22,hmac-md5,SSH-2.0-OpenSSH_6.6.1p1,,,,,,,,2020-02-12T12:33:39.113Z
d4fb22f2-dbbb-5802-aa50-8f69ca1cfa7e,,,,,,,,,,,,,,128.238.182.10,22,hmac-md5-96-etm@openssh.com,SSH-2.0-OpenSSH_6.6.1p1,,,,,,,,2020-02-12T12:33:39.113Z
e537519b-491d-5fb4-a474-ab3837f5ba29,,,,,,,,,,,,,,128.238.182.10,22,hmac-md5-96,SSH-2.0-OpenSSH_6.6.1p1,,,,,,,,2020-02-12T12:33:39.113Z
f125e8c0-220b-5984-8b35-b05f08cab60a,,,,,,,,,,,,,,128.238.182.10,22,hmac-md5-etm@openssh.com,SSH-2.0-OpenSSH_6.6.1p1,,,,,,,,2020-02-12T12:33:39.113Z
3080e822-fd2b-53aa-8307-339402716613,,,,,,,,,,,,,,34.193.12.206,22,hmac-md5-96,SSH-2.0-OpenSSH_6.6.1,,,,,,,,2020-02-12T12:31:00.067Z
685570b5-3b7f-5eee-af47-634e288d82f4,,,,,,,,,,,,,,34.193.12.206,22,hmac-md5,SSH-2.0-OpenSSH_6.6.1,,,,,,,,2020-02-12T12:31:00.067Z
b053ef63-d3ab-512e-a781-ce658e674348,,,,,,,,,,,,,,34.193.12.206,22,hmac-md5-etm@openssh.com,SSH-2.0-OpenSSH_6.6.1,,,,,,,,2020-02-12T12:31:00.067Z
f8647f75-a751-5a55-95f6-ae8adb28b759,,,,,,,,,,,,,,34.193.12.206,22,hmac-md5-96-etm@openssh.com,SSH-2.0-OpenSSH_6.6.1,,,,,,,,2020-02-12T12:31:00.067Z
53fbafe9-ce14-5da7-a943-7379226ef67d,,,,,,,,,,,,,,128.238.75.1,22,hmac-md5-96,SSH-1.99-Cisco-1.25,,,,,,,,2020-02-12T12:30:35.139Z
e121e4f3-ab1f-5b87-a765-5f9e3b9d2233,,,,,,,,,,,,,,128.238.75.1,22,hmac-md5,SSH-1.99-Cisco-1.25,,,,,,,,2020-02-12T12:30:35.139Z
0e65a4db-a69d-5d0e-ba6e-5239e0b6b3c5,,,,,,,,,,,,,,195.113.94.20,22,hmac-md5,SSH-2.0-OpenSSH_5.1,,,,,,,,2020-02-12T12:27:39.036Z
207c4c3d-ce0d-56ef-a67b-490e04af97d5,,,,,,,,,,,,,,195.113.94.20,22,hmac-md5-96,SSH-2.0-OpenSSH_5.1,,,,,,,,2020-02-12T12:27:39.036Z
130361ab-ed7e-5bd0-800b-601716a6b871,,,,,,,,,,,,,,52.0.197.6,22,hmac-md5,SSH-2.0-OpenSSH_6.2,,,,,,,,2020-02-12T12:23:53.830Z
1c96b1ea-1efe-5dd6-89dc-b232e7347b69,,,,,,,,,,,,,,52.0.197.6,22,hmac-md5-etm@openssh.com,SSH-2.0-OpenSSH_6.2,,,,,,,,2020-02-12T12:23:53.830Z
3db5c755-804a-552d-8c46-0006d4889ef1,,,,,,,,,,,,,,52.0.197.6,22,hmac-md5-96,SSH-2.0-OpenSSH_6.2,,,,,,,,2020-02-12T12:23:53.830Z
b255fce1-da14-580d-af91-6336c82cdc3d,,,,,,,,,,,,,,52.0.197.6,22,hmac-md5-96-etm@openssh.com,SSH-2.0-OpenSSH_6.2,,,,,,,,2020-02-12T12:23:53.830Z
89fd6753-fe83-51fb-b97f-fc24507c2fe1,,,,,,,,,,,,,,128.238.66.35,22,hmac-md5,SSH-2.0-OpenSSH_6.1_hpn13v11,,,,,,,,2020-02-12T12:08:10.183Z
bb5a0e7b-377b-5469-b766-49940d295dc6,,,,,,,,,,,,,,128.238.66.35,22,hmac-md5-96,SSH-2.0-OpenSSH_6.1_hpn13v11,,,,,,,,2020-02-12T12:08:10.183Z
35946180-dd54-526e-b2ed-d655226e085b,,,,,,,,,,,,,,128.238.14.4,22,hmac-md5-96,SSH-1.99-Cisco-1.25,,,,,,,,2020-02-12T11:54:09.830Z
8e1ae644-885e-5104-b7e3-7e42c18497b2,,,,,,,,,,,,,,128.238.14.4,22,hmac-md5,SSH-1.99-Cisco-1.25,,,,,,,,2020-02-12T11:54:09.830Z
2570f53a-7400-5bfb-a803-a392a3cfc2ad,,,,,,,,,,,,,,45.55.130.164,22,hmac-md5-etm@openssh.com,SSH-2.0-OpenSSH_6.6.1p1,,,,,,,,2020-02-12T11:48:33.003Z
be6c7b4f-7298-53dc-9347-c657574bb672,,,,,,,,,,,,,,45.55.130.164,22,hmac-md5,SSH-2.0-OpenSSH_6.6.1p1,,,,,,,,2020-02-12T11:48:33.003Z
e904e5e7-b99b-5f1b-8e67-1c3acf6c7d2b,,,,,,,,,,,,,,45.55.130.164,22,hmac-md5-96,SSH-2.0-OpenSSH_6.6.1p1,,,,,,,,2020-02-12T11:48:33.003Z
f75f4e8e-483c-54bf-a02b-7391e69da294,,,,,,,,,,,,,,45.55.130.164,22,hmac-md5-96-etm@openssh.com,SSH-2.0-OpenSSH_6.6.1p1,,,,,,,,2020-02-12T11:48:33.003Z
47836ab6-29f5-5f98-bb60-8f0b72ed35d0,,,,,,,,,,,,,,128.238.66.55,22,hmac-md5,SSH-2.0-OpenSSH_5.1p1,,,,,,,,2020-02-12T11:46:59.089Z
59bf1c29-53ca-50f1-9e91-1aa03f8c7d5f,,,,,,,,,,,,,,128.238.66.55,22,hmac-md5-96,SSH-2.0-OpenSSH_5.1p1,,,,,,,,2020-02-12T11:46:59.089Z
a4a51e08-c62b-5f09-850f-f9a4feefc4ec,,,,,,,,,,,,,,193.175.54.5,22,hmac-md5,SSH-2.0-Sun_SSH_1.1.3,,,,,,,,2020-02-12T11:46:37.494Z
a7cd9c90-857d-58fb-992a-8949b62340d6,,,,,,,,,,,,,,193.175.54.5,22,hmac-md5-96,SSH-2.0-Sun_SSH_1.1.3,,,,,,,,2020-02-12T11:46:37.494Z
038e0b4f-214a-51f9-924c-a4874f8e55c9,,,,,,,,,,,,,,192.86.139.64,22,hmac-md5,SSH-2.0-OpenSSH_6.6.1p1,,,,,,,,2020-02-12T11:43:58.735Z
59f88cd5-2e84-5b96-9103-7af23caa7a6c,,,,,,,,,,,,,,192.86.139.64,22,hmac-md5-96-etm@openssh.com,SSH-2.0-OpenSSH_6.6.1p1,,,,,,,,2020-02-12T11:43:58.735Z
5f96e46a-d55d-56cc-beed-9e1839f454b2,,,,,,,,,,,,,,192.86.139.64,22,hmac-md5-etm@openssh.com,SSH-2.0-OpenSSH_6.6.1p1,,,,,,,,2020-02-12T11:43:58.735Z
f80b1348-f7c6-5760-9aa8-235c4bedc821,,,,,,,,,,,,,,192.86.139.64,22,hmac-md5-96,SSH-2.0-OpenSSH_6.6.1p1,,,,,,,,2020-02-12T11:43:58.735Z
4d6de37a-8b5e-5731-a53f-2dcb8f513fb5,,,,,,,,,,,,,,128.238.182.21,22,hmac-md5,SSH-2.0-OpenSSH_5.3,,,,,,,,2020-02-12T11:34:55.183Z
98aae6ca-b959-5c3d-b007-1b9aca63f759,,,,,,,,,,,,,,128.238.182.21,22,hmac-md5-96,SSH-2.0-OpenSSH_5.3,,,,,,,,2020-02-12T11:34:55.183Z
