Issue ID,First Observed,Last Observed,CVE,Vulnerability,domain,Certificate Common Name,ipAddress,ipAddresses,hostname,port,email,productName,productVersion,Domain,IP Address,Port,Last Observed Open,banner,Data,source,url,explanation,vulnerabilityDescription,vulnerabilityPublishDate,Last Observed
d817e79d-6809-5077-97b9-8b69fbd50e25,,,,CVE-2017-3737,,,,,,,,,,,128.122.120.72,443,2020-01-12T01:56:40.000Z,,,,,,"OpenSSL 1.0.2 (starting from version 1.0.2b) introduced an ""error state"" mechanism. The intent was that if a fatal error occurred during a handshake then OpenSSL would move into the error state and would immediately fail if you attempted to continue the handshake. This works as designed for the explicit handshake functions (SSL_do_handshake(), SSL_accept() and SSL_connect()), however due to a bug it does not work correctly if SSL_read() or SSL_write() is called directly. In that scenario, if the handshake fails then a fatal error will be returned in the initial function call. If SSL_read()/SSL_write() is subsequently called by the application for the same SSL object then it will succeed and the data is passed without being decrypted/encrypted directly from the SSL/TLS record layer. In order to exploit this issue an application bug would have to be present that resulted in a call to SSL_read()/SSL_write() being issued after having already received a fatal error. OpenSSL version 1.0.2b-1.0.2m are affected. Fixed in OpenSSL 1.0.2n. OpenSSL 1.1.0 is not affected.",2017-12-07T05:00:00.000Z,
d81b9fa4-d172-53dd-8580-4cfcac901dba,,,,CVE-2014-3597,,,,,,,,,,,128.122.120.72,443,2020-01-12T01:56:40.000Z,,,,,,"Multiple buffer overflows in the php_parserr function in ext/standard/dns.c in PHP before 5.4.32 and 5.5.x before 5.5.16 allow remote DNS servers to cause a denial of service (application crash) or possibly execute arbitrary code via a crafted DNS record, related to the dns_get_record function and the dn_expand function. NOTE: this issue exists because of an incomplete fix for CVE-2014-4049.",2014-08-22T04:00:00.000Z,
693a59db-dff6-521b-a55c-e77e39a6cda2,,,,CVE-2016-8743,,,,,,,,,,,128.122.149.114,443,2020-01-12T00:34:34.000Z,,,,,,"Apache HTTP Server, in all releases prior to 2.2.32 and 2.4.25, was liberal in the whitespace accepted from requests and sent in response lines and headers. Accepting these different behaviors represented a security concern when httpd participates in any chain of proxies or interacts with back-end application servers, either through mod_proxy or using conventional CGI mechanisms, and may result in request smuggling, response splitting and cache pollution.",2017-07-27T04:00:00.000Z,
0328b54b-a995-5b3b-bd72-1de9fe66712f,,,,CVE-2016-8743,,,,,,,,,,,128.122.108.12,443,2020-01-12T00:31:02.000Z,,,,,,"Apache HTTP Server, in all releases prior to 2.2.32 and 2.4.25, was liberal in the whitespace accepted from requests and sent in response lines and headers. Accepting these different behaviors represented a security concern when httpd participates in any chain of proxies or interacts with back-end application servers, either through mod_proxy or using conventional CGI mechanisms, and may result in request smuggling, response splitting and cache pollution.",2017-07-27T04:00:00.000Z,
2c0e6fd2-4b94-5006-8388-65828c5861b3,,,,CVE-2016-0703,,,,,,,,,,,128.122.85.67,443,2020-01-11T23:54:41.000Z,,,,,,"The get_client_master_key function in s2_srvr.c in the SSLv2 implementation in OpenSSL before 0.9.8zf, 1.0.0 before 1.0.0r, 1.0.1 before 1.0.1m, and 1.0.2 before 1.0.2a accepts a nonzero CLIENT-MASTER-KEY CLEAR-KEY-LENGTH value for an arbitrary cipher, which allows man-in-the-middle attackers to determine the MASTER-KEY value and decrypt TLS ciphertext data by leveraging a Bleichenbacher RSA padding oracle, a related issue to CVE-2016-0800.",2016-03-02T05:00:00.000Z,
72659c57-143e-50eb-ac3c-3124bc3b6e40,,,,CVE-2015-3194,,,,,,,,,,,128.122.85.67,443,2020-01-11T23:54:41.000Z,,,,,,crypto/rsa/rsa_ameth.c in OpenSSL 1.0.1 before 1.0.1q and 1.0.2 before 1.0.2e allows remote attackers to cause a denial of service (NULL pointer dereference and application crash) via an RSA PSS ASN.1 signature that lacks a mask generation function parameter.,2015-12-06T05:00:00.000Z,
d40735f9-81a2-59af-b132-0bd4af1897b9,,,,CVE-2015-3197,,,,,,,,,,,128.122.85.67,443,2020-01-11T23:54:41.000Z,,,,,,"ssl/s2_srvr.c in OpenSSL 1.0.1 before 1.0.1r and 1.0.2 before 1.0.2f does not prevent use of disabled ciphers, which makes it easier for man-in-the-middle attackers to defeat cryptographic protection mechanisms by performing computations on SSLv2 traffic, related to the get_client_master_key and get_client_hello functions.",2016-02-14T05:00:00.000Z,
fb35adf1-a677-55ea-9fa3-8854234934ab,,,,CVE-2015-3195,,,,,,,,,,,128.122.85.67,443,2020-01-11T23:54:41.000Z,,,,,,"The ASN1_TFLG_COMBINE implementation in crypto/asn1/tasn_dec.c in OpenSSL before 0.9.8zh, 1.0.0 before 1.0.0t, 1.0.1 before 1.0.1q, and 1.0.2 before 1.0.2e mishandles errors caused by malformed X509_ATTRIBUTE data, which allows remote attackers to obtain sensitive information from process memory by triggering a decoding failure in a PKCS#7 or CMS application.",2015-12-06T05:00:00.000Z,
4f983fc0-ddf8-544e-8d04-7747db9ac9cd,,,,CVE-2016-8743,,,,,,,,,,,128.122.130.116,443,2020-01-11T23:35:35.000Z,,,,,,"Apache HTTP Server, in all releases prior to 2.2.32 and 2.4.25, was liberal in the whitespace accepted from requests and sent in response lines and headers. Accepting these different behaviors represented a security concern when httpd participates in any chain of proxies or interacts with back-end application servers, either through mod_proxy or using conventional CGI mechanisms, and may result in request smuggling, response splitting and cache pollution.",2017-07-27T04:00:00.000Z,
441c135f-45ac-5341-9e8f-9fbe743765a6,,,,CVE-2015-4021,,,,,,,,,,,216.165.26.240,443,2020-01-11T19:13:30.000Z,,,,,,"The phar_parse_tarfile function in ext/phar/tar.c in PHP before 5.4.41, 5.5.x before 5.5.25, and 5.6.x before 5.6.9 does not verify that the first character of a filename is different from the \0 character, which allows remote attackers to cause a denial of service (integer underflow and memory corruption) via a crafted entry in a tar archive.",2015-06-09T04:00:00.000Z,
6fcc6551-1154-58d4-84c3-6eba9ed2f283,,,,CVE-2015-2783,,,,,,,,,,,216.165.26.240,443,2020-01-11T19:13:30.000Z,,,,,,"ext/phar/phar.c in PHP before 5.4.40, 5.5.x before 5.5.24, and 5.6.x before 5.6.8 allows remote attackers to obtain sensitive information from process memory or cause a denial of service (buffer over-read and application crash) via a crafted length value in conjunction with crafted serialized data in a phar archive, related to the phar_parse_metadata and phar_parse_pharfile functions.",2015-06-09T04:00:00.000Z,
bc5aa6be-9b45-5861-9075-84dd867dc97c,,,,CVE-2015-3330,,,,,,,,,,,216.165.26.240,443,2020-01-11T19:13:30.000Z,,,,,,"The php_handler function in sapi/apache2handler/sapi_apache2.c in PHP before 5.4.40, 5.5.x before 5.5.24, and 5.6.x before 5.6.8, when the Apache HTTP Server 2.4.x is used, allows remote attackers to cause a denial of service (application crash) or possibly execute arbitrary code via pipelined HTTP requests that result in a ""deconfigured interpreter.""",2015-06-09T04:00:00.000Z,
f9a5aa6b-2d78-5e9c-b18f-56bda7f1066b,,,,CVE-2015-4024,,,,,,,,,,,216.165.26.240,443,2020-01-11T19:13:30.000Z,,,,,,"Algorithmic complexity vulnerability in the multipart_buffer_headers function in main/rfc1867.c in PHP before 5.4.41, 5.5.x before 5.5.25, and 5.6.x before 5.6.9 allows remote attackers to cause a denial of service (CPU consumption) via crafted form data that triggers an improper order-of-growth outcome.",2015-06-09T04:00:00.000Z,
0d35764d-b4fc-5032-846a-e2888290c8db,,,,CVE-2017-3738,,,,,,,,,,,52.1.187.2,443,2020-01-11T18:38:58.000Z,,,,,,"There is an overflow bug in the AVX2 Montgomery multiplication procedure used in exponentiation with 1024-bit moduli. No EC algorithms are affected. Analysis suggests that attacks against RSA and DSA as a result of this defect would be very difficult to perform and are not believed likely. Attacks against DH1024 are considered just feasible, because most of the work necessary to deduce information about a private key may be performed offline. The amount of resources required for such an attack would be significant. However, for an attack on TLS to be meaningful, the server would have to share the DH1024 private key among multiple clients, which is no longer an option since CVE-2016-0701. This only affects processors that support the AVX2 but not ADX extensions like Intel Haswell (4th generation). Note: The impact from this issue is similar to CVE-2017-3736, CVE-2017-3732 and CVE-2015-3193. OpenSSL version 1.0.2-1.0.2m and 1.1.0-1.1.0g are affected. Fixed in OpenSSL 1.0.2n. Due to the low severity of this issue we are not issuing a new release of OpenSSL 1.1.0 at this time. The fix will be included in OpenSSL 1.1.0h when it becomes available. The fix is also available in commit e502cc86d in the OpenSSL git repository.",2017-12-07T05:00:00.000Z,
404ad4f1-ccb5-5eb4-bc2b-422165573f57,,,,CVE-2017-3736,,,,,,,,,,,52.1.187.2,443,2020-01-11T18:38:58.000Z,,,,,,"There is a carry propagating bug in the x86_64 Montgomery squaring procedure in OpenSSL before 1.0.2m and 1.1.0 before 1.1.0g. No EC algorithms are affected. Analysis suggests that attacks against RSA and DSA as a result of this defect would be very difficult to perform and are not believed likely. Attacks against DH are considered just feasible (although very difficult) because most of the work necessary to deduce information about a private key may be performed offline. The amount of resources required for such an attack would be very significant and likely only accessible to a limited number of attackers. An attacker would additionally need online access to an unpatched system using the target private key in a scenario with persistent DH parameters and a private key that is shared between multiple clients. This only affects processors that support the BMI1, BMI2 and ADX extensions like Intel Broadwell (5th generation) and later or AMD Ryzen.",2017-11-02T04:00:00.000Z,
504dae7c-3ebc-5f15-b048-9999aaf6a8bd,,,,CVE-2015-3185,,,,,,,,,,,52.1.187.2,443,2020-01-11T18:38:58.000Z,,,,,,"The ap_some_auth_required function in server/request.c in the Apache HTTP Server 2.4.x before 2.4.14 does not consider that a Require directive may be associated with an authorization setting rather than an authentication setting, which allows remote attackers to bypass intended access restrictions in opportunistic circumstances by leveraging the presence of a module that relies on the 2.2 API behavior.",2015-07-20T04:00:00.000Z,
a1690535-c598-5aa5-bbe3-e11df12bd5dd,,,,CVE-2015-3183,,,,,,,,,,,52.1.187.2,443,2020-01-11T18:38:58.000Z,,,,,,"The chunked transfer coding implementation in the Apache HTTP Server before 2.4.14 does not properly parse chunk headers, which allows remote attackers to conduct HTTP request smuggling attacks via a crafted request, related to mishandling of large chunk-size values and invalid chunk-extension characters in modules/http/http_filters.c.",2015-07-20T04:00:00.000Z,
dc63dde1-7a4d-5de7-9541-6207faf4c7b8,,,,CVE-2016-8743,,,,,,,,,,,52.1.187.2,443,2020-01-11T18:38:58.000Z,,,,,,"Apache HTTP Server, in all releases prior to 2.2.32 and 2.4.25, was liberal in the whitespace accepted from requests and sent in response lines and headers. Accepting these different behaviors represented a security concern when httpd participates in any chain of proxies or interacts with back-end application servers, either through mod_proxy or using conventional CGI mechanisms, and may result in request smuggling, response splitting and cache pollution.",2017-07-27T04:00:00.000Z,
e46608e7-8057-59b1-8c49-3de64bd3143b,,,,CVE-2014-0226,,,,,,,,,,,52.1.187.2,443,2020-01-11T18:38:58.000Z,,,,,,"Race condition in the mod_status module in the Apache HTTP Server before 2.4.10 allows remote attackers to cause a denial of service (heap-based buffer overflow), or possibly obtain sensitive credential information or execute arbitrary code, via a crafted request that triggers improper scoreboard handling within the status_handler function in modules/generators/mod_status.c and the lua_ap_scoreboard_worker function in modules/lua/lua_request.c.",2014-07-20T04:00:00.000Z,
f9c5cc11-0bba-521f-a8e6-b8c9a5dad8f5,,,,CVE-2017-3737,,,,,,,,,,,52.1.187.2,443,2020-01-11T18:38:58.000Z,,,,,,"OpenSSL 1.0.2 (starting from version 1.0.2b) introduced an ""error state"" mechanism. The intent was that if a fatal error occurred during a handshake then OpenSSL would move into the error state and would immediately fail if you attempted to continue the handshake. This works as designed for the explicit handshake functions (SSL_do_handshake(), SSL_accept() and SSL_connect()), however due to a bug it does not work correctly if SSL_read() or SSL_write() is called directly. In that scenario, if the handshake fails then a fatal error will be returned in the initial function call. If SSL_read()/SSL_write() is subsequently called by the application for the same SSL object then it will succeed and the data is passed without being decrypted/encrypted directly from the SSL/TLS record layer. In order to exploit this issue an application bug would have to be present that resulted in a call to SSL_read()/SSL_write() being issued after having already received a fatal error. OpenSSL version 1.0.2b-1.0.2m are affected. Fixed in OpenSSL 1.0.2n. OpenSSL 1.1.0 is not affected.",2017-12-07T05:00:00.000Z,
0409201b-4739-5aad-8bfd-6de2744751bb,,,,CVE-2017-3737,,,,,,,,,,,128.122.49.17,443,2020-01-11T17:57:03.000Z,,,,,,"OpenSSL 1.0.2 (starting from version 1.0.2b) introduced an ""error state"" mechanism. The intent was that if a fatal error occurred during a handshake then OpenSSL would move into the error state and would immediately fail if you attempted to continue the handshake. This works as designed for the explicit handshake functions (SSL_do_handshake(), SSL_accept() and SSL_connect()), however due to a bug it does not work correctly if SSL_read() or SSL_write() is called directly. In that scenario, if the handshake fails then a fatal error will be returned in the initial function call. If SSL_read()/SSL_write() is subsequently called by the application for the same SSL object then it will succeed and the data is passed without being decrypted/encrypted directly from the SSL/TLS record layer. In order to exploit this issue an application bug would have to be present that resulted in a call to SSL_read()/SSL_write() being issued after having already received a fatal error. OpenSSL version 1.0.2b-1.0.2m are affected. Fixed in OpenSSL 1.0.2n. OpenSSL 1.1.0 is not affected.",2017-12-07T05:00:00.000Z,
1637e676-3a80-51aa-8d63-e14570cc6b21,,,,CVE-2015-3183,,,,,,,,,,,128.122.49.17,443,2020-01-11T17:57:03.000Z,,,,,,"The chunked transfer coding implementation in the Apache HTTP Server before 2.4.14 does not properly parse chunk headers, which allows remote attackers to conduct HTTP request smuggling attacks via a crafted request, related to mishandling of large chunk-size values and invalid chunk-extension characters in modules/http/http_filters.c.",2015-07-20T04:00:00.000Z,
1f253988-b84d-54ff-b8c5-dad244138232,,,,CVE-2017-3736,,,,,,,,,,,128.122.49.17,443,2020-01-11T17:57:03.000Z,,,,,,"There is a carry propagating bug in the x86_64 Montgomery squaring procedure in OpenSSL before 1.0.2m and 1.1.0 before 1.1.0g. No EC algorithms are affected. Analysis suggests that attacks against RSA and DSA as a result of this defect would be very difficult to perform and are not believed likely. Attacks against DH are considered just feasible (although very difficult) because most of the work necessary to deduce information about a private key may be performed offline. The amount of resources required for such an attack would be very significant and likely only accessible to a limited number of attackers. An attacker would additionally need online access to an unpatched system using the target private key in a scenario with persistent DH parameters and a private key that is shared between multiple clients. This only affects processors that support the BMI1, BMI2 and ADX extensions like Intel Broadwell (5th generation) and later or AMD Ryzen.",2017-11-02T04:00:00.000Z,
58cfb537-9840-5b88-b3ec-1699ab95037b,,,,CVE-2015-0232,,,,,,,,,,,128.122.49.17,443,2020-01-11T17:57:03.000Z,,,,,,"The exif_process_unicode function in ext/exif/exif.c in PHP before 5.4.37, 5.5.x before 5.5.21, and 5.6.x before 5.6.5 allows remote attackers to execute arbitrary code or cause a denial of service (uninitialized pointer free and application crash) via crafted EXIF data in a JPEG image.",2015-01-27T05:00:00.000Z,
66709e4e-cdb2-5148-b31f-3ad640f26680,,,,CVE-2016-8743,,,,,,,,,,,128.122.49.17,443,2020-01-11T17:57:03.000Z,,,,,,"Apache HTTP Server, in all releases prior to 2.2.32 and 2.4.25, was liberal in the whitespace accepted from requests and sent in response lines and headers. Accepting these different behaviors represented a security concern when httpd participates in any chain of proxies or interacts with back-end application servers, either through mod_proxy or using conventional CGI mechanisms, and may result in request smuggling, response splitting and cache pollution.",2017-07-27T04:00:00.000Z,
6f0af300-83f1-5182-a383-25e0748ef4b8,,,,CVE-2015-3185,,,,,,,,,,,128.122.49.17,443,2020-01-11T17:57:03.000Z,,,,,,"The ap_some_auth_required function in server/request.c in the Apache HTTP Server 2.4.x before 2.4.14 does not consider that a Require directive may be associated with an authorization setting rather than an authentication setting, which allows remote attackers to bypass intended access restrictions in opportunistic circumstances by leveraging the presence of a module that relies on the 2.2 API behavior.",2015-07-20T04:00:00.000Z,
af8deb4a-5464-5d1f-86e9-dca5056819b6,,,,CVE-2014-0226,,,,,,,,,,,128.122.49.17,443,2020-01-11T17:57:03.000Z,,,,,,"Race condition in the mod_status module in the Apache HTTP Server before 2.4.10 allows remote attackers to cause a denial of service (heap-based buffer overflow), or possibly obtain sensitive credential information or execute arbitrary code, via a crafted request that triggers improper scoreboard handling within the status_handler function in modules/generators/mod_status.c and the lua_ap_scoreboard_worker function in modules/lua/lua_request.c.",2014-07-20T04:00:00.000Z,
c0128a6a-b48e-51e8-8c4f-03ca94a75bf3,,,,CVE-2014-3597,,,,,,,,,,,128.122.49.17,443,2020-01-11T17:57:03.000Z,,,,,,"Multiple buffer overflows in the php_parserr function in ext/standard/dns.c in PHP before 5.4.32 and 5.5.x before 5.5.16 allow remote DNS servers to cause a denial of service (application crash) or possibly execute arbitrary code via a crafted DNS record, related to the dns_get_record function and the dn_expand function. NOTE: this issue exists because of an incomplete fix for CVE-2014-4049.",2014-08-22T04:00:00.000Z,
d2934114-dbab-5cf3-966c-2485e18c6d79,,,,CVE-2014-3670,,,,,,,,,,,128.122.49.17,443,2020-01-11T17:57:03.000Z,,,,,,"The exif_ifd_make_value function in exif.c in the EXIF extension in PHP before 5.4.34, 5.5.x before 5.5.18, and 5.6.x before 5.6.2 operates on floating-point arrays incorrectly, which allows remote attackers to cause a denial of service (heap memory corruption and application crash) or possibly execute arbitrary code via a crafted JPEG image with TIFF thumbnail data that is improperly handled by the exif_thumbnail function.",2014-10-29T04:00:00.000Z,
f5cf5a84-25f6-553f-ab19-f71aa76bb7ac,,,,CVE-2017-3738,,,,,,,,,,,128.122.49.17,443,2020-01-11T17:57:03.000Z,,,,,,"There is an overflow bug in the AVX2 Montgomery multiplication procedure used in exponentiation with 1024-bit moduli. No EC algorithms are affected. Analysis suggests that attacks against RSA and DSA as a result of this defect would be very difficult to perform and are not believed likely. Attacks against DH1024 are considered just feasible, because most of the work necessary to deduce information about a private key may be performed offline. The amount of resources required for such an attack would be significant. However, for an attack on TLS to be meaningful, the server would have to share the DH1024 private key among multiple clients, which is no longer an option since CVE-2016-0701. This only affects processors that support the AVX2 but not ADX extensions like Intel Haswell (4th generation). Note: The impact from this issue is similar to CVE-2017-3736, CVE-2017-3732 and CVE-2015-3193. OpenSSL version 1.0.2-1.0.2m and 1.1.0-1.1.0g are affected. Fixed in OpenSSL 1.0.2n. Due to the low severity of this issue we are not issuing a new release of OpenSSL 1.1.0 at this time. The fix will be included in OpenSSL 1.1.0h when it becomes available. The fix is also available in commit e502cc86d in the OpenSSL git repository.",2017-12-07T05:00:00.000Z,
ce26d60d-ed59-58e8-a78e-f5f4046df7db,,,,CVE-2016-8743,,,,,,,,,,,128.122.49.123,443,2020-01-11T17:56:49.000Z,,,,,,"Apache HTTP Server, in all releases prior to 2.2.32 and 2.4.25, was liberal in the whitespace accepted from requests and sent in response lines and headers. Accepting these different behaviors represented a security concern when httpd participates in any chain of proxies or interacts with back-end application servers, either through mod_proxy or using conventional CGI mechanisms, and may result in request smuggling, response splitting and cache pollution.",2017-07-27T04:00:00.000Z,
6a1b6dd4-f3e6-589d-94ad-b9e5edde1604,,,,CVE-2017-5647,,,,,,,,,,,216.165.48.14,443,2020-01-11T17:39:19.000Z,,,,,,"A bug in the handling of the pipelined requests in Apache Tomcat 9.0.0.M1 to 9.0.0.M18, 8.5.0 to 8.5.12, 8.0.0.RC1 to 8.0.42, 7.0.0 to 7.0.76, and 6.0.0 to 6.0.52, when send file was used, results in the pipelined request being lost when send file processing of the previous request completed. This could result in responses appearing to be sent for the wrong request. For example, a user agent that sent requests A, B and C could see the correct response for request A, the response for request C for request B and no response for request C.",2017-04-17T04:00:00.000Z,
a4e50488-83b9-545c-a8cc-2871c7cece7d,,,,CVE-2017-12617,,,,,,,,,,,216.165.48.14,443,2020-01-11T17:39:19.000Z,,,,,,"When running Apache Tomcat versions 9.0.0.M1 to 9.0.0, 8.5.0 to 8.5.22, 8.0.0.RC1 to 8.0.46 and 7.0.0 to 7.0.81 with HTTP PUTs enabled (e.g. via setting the readonly initialisation parameter of the Default servlet to false) it was possible to upload a JSP file to the server via a specially crafted request. This JSP could then be requested and any code it contained would be executed by the server.",2017-10-03T04:00:00.000Z,
bf98e8ca-0d69-5c70-ba01-7230dac6833a,,,,CVE-2017-5664,,,,,,,,,,,216.165.48.14,443,2020-01-11T17:39:19.000Z,,,,,,"The error page mechanism of the Java Servlet Specification requires that, when an error occurs and an error page is configured for the error that occurred, the original request and response are forwarded to the error page. This means that the request is presented to the error page with the original HTTP method. If the error page is a static file, expected behaviour is to serve content of the file as if processing a GET request, regardless of the actual HTTP method. The Default Servlet in Apache Tomcat 9.0.0.M1 to 9.0.0.M20, 8.5.0 to 8.5.14, 8.0.0.RC1 to 8.0.43 and 7.0.0 to 7.0.77 did not do this. Depending on the original request this could lead to unexpected and undesirable results for static error pages including, if the DefaultServlet is configured to permit writes, the replacement or removal of the custom error page. Notes for other user provided error pages: (1) Unless explicitly coded otherwise, JSPs ignore the HTTP method. JSPs used as error pages must must ensure that they handle any error dispatch as a GET request, regardless of the actual method. (2) By default, the response generated by a Servlet does depend on the HTTP method. Custom Servlets used as error pages must ensure that they handle any error dispatch as a GET request, regardless of the actual method.",2017-06-06T04:00:00.000Z,
46f059f4-5b46-55da-b1c4-b1516ad2ea94,,,,CVE-2016-8743,,,,,,,,,,,216.165.113.171,443,2020-01-11T17:28:33.000Z,,,,,,"Apache HTTP Server, in all releases prior to 2.2.32 and 2.4.25, was liberal in the whitespace accepted from requests and sent in response lines and headers. Accepting these different behaviors represented a security concern when httpd participates in any chain of proxies or interacts with back-end application servers, either through mod_proxy or using conventional CGI mechanisms, and may result in request smuggling, response splitting and cache pollution.",2017-07-27T04:00:00.000Z,
b9d06644-796e-5bfd-9703-6181784f916e,,,,CVE-2016-8743,,,,,,,,,,,128.122.108.143,443,2020-01-11T15:53:38.000Z,,,,,,"Apache HTTP Server, in all releases prior to 2.2.32 and 2.4.25, was liberal in the whitespace accepted from requests and sent in response lines and headers. Accepting these different behaviors represented a security concern when httpd participates in any chain of proxies or interacts with back-end application servers, either through mod_proxy or using conventional CGI mechanisms, and may result in request smuggling, response splitting and cache pollution.",2017-07-27T04:00:00.000Z,
1d517dd0-754a-5ea2-8c06-3148b84358f0,,,,CVE-2016-0703,,,,,,,,,,,128.122.108.158,443,2020-01-11T15:44:40.000Z,,,,,,"The get_client_master_key function in s2_srvr.c in the SSLv2 implementation in OpenSSL before 0.9.8zf, 1.0.0 before 1.0.0r, 1.0.1 before 1.0.1m, and 1.0.2 before 1.0.2a accepts a nonzero CLIENT-MASTER-KEY CLEAR-KEY-LENGTH value for an arbitrary cipher, which allows man-in-the-middle attackers to determine the MASTER-KEY value and decrypt TLS ciphertext data by leveraging a Bleichenbacher RSA padding oracle, a related issue to CVE-2016-0800.",2016-03-02T05:00:00.000Z,
81455c52-24bb-5261-9bb5-9eec3d37cbdc,,,,CVE-2015-3195,,,,,,,,,,,128.122.108.158,443,2020-01-11T15:44:40.000Z,,,,,,"The ASN1_TFLG_COMBINE implementation in crypto/asn1/tasn_dec.c in OpenSSL before 0.9.8zh, 1.0.0 before 1.0.0t, 1.0.1 before 1.0.1q, and 1.0.2 before 1.0.2e mishandles errors caused by malformed X509_ATTRIBUTE data, which allows remote attackers to obtain sensitive information from process memory by triggering a decoding failure in a PKCS#7 or CMS application.",2015-12-06T05:00:00.000Z,
